# xrslam-regression report v2
M allow_unpaced 0
M build_dir /tmp/xrreg/post_off
M config_from_string 0
M host KaidongdeMacBook-Pro.local
M lib /tmp/xrreg/post_off/xrslam-interface/libxrslam.dylib
M lib_sha256 65ddc3231d9fd217be3249c083702f66e8fee6bfa1f16f3092e077e7536a2ebb
M lib_threading 0
M lib_version xrslam v0.5.0
M max_frames 160
M opt_inspection 1
M opt_lowlatency 0
M opt_threading 0
M pace 0
M python 3.14.7
M sensor_config sensor.yaml
M seq synth://
M settle_ms 0.0
M slam_config slam.yaml
M src_source synth
M src_synth_accel_bias (0.0, 0.0, 0.0)
M src_synth_accel_noise 0
M src_synth_bg_high 78
M src_synth_bg_low 40
M src_synth_blob_peak 240
M src_synth_blob_radius 3
M src_synth_blob_sigma 1.25
M src_synth_cam_rate 20
M src_synth_cx 376
M src_synth_cy 240
M src_synth_duration 12
M src_synth_fx 460
M src_synth_fy 460
M src_synth_gyro_bias (0.0, 0.0, 0.0)
M src_synth_gyro_noise 0
M src_synth_height 480
M src_synth_imu_rate 200
M src_synth_imu_scale 1
M src_synth_imu_seed 12345
M src_synth_num_landmarks 400
M src_synth_seed 20260823
M src_synth_t0 100
M src_synth_width 752
M tag run#0
M tool pw_tools/regression
M wall_start 1787425054.352
C idx frame_ts pose_ts state landmarks fusion_total qx qy qz qw tx ty tz push_rc lm_rc ms det_kp trk_kp inl_kp mapped_lm lm_published lm_usable core_seq core_imu degen settled
F 13 100.675000000 100.675000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 178 177 181 -1 0 0 13 10 1 1
F 14 100.725000000 100.725000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.015 179 173 178 -1 0 0 14 10 1 1
F 15 100.775000000 100.775000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.016 178 175 179 -1 0 0 15 10 1 1
F 16 100.825000000 100.825000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.015 176 173 178 -1 0 0 16 10 1 1
F 17 100.875000000 100.875000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 174 172 176 -1 0 0 17 10 1 1
F 18 100.925000000 100.925000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 177 172 174 -1 0 0 18 10 1 1
F 19 100.975000000 100.975000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.016 176 174 177 -1 0 0 19 10 1 1
F 20 101.025000000 101.025000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.019 172 171 176 -1 0 0 20 10 1 1
F 21 101.075000000 101.075000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 171 168 172 -1 0 0 21 10 1 1
F 22 101.125000000 101.125000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.015 168 167 171 -1 0 0 22 10 1 1
F 23 101.175000000 101.175000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.018 170 168 168 -1 0 0 23 10 1 1
F 24 101.225000000 101.225000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.016 170 169 170 -1 0 0 24 10 1 1
F 25 101.275000000 101.275000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.016 171 170 170 -1 0 0 25 10 1 1
F 26 101.325000000 101.325000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.015 171 170 171 -1 0 0 26 10 1 1
F 27 101.375000000 101.375000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 171 171 171 -1 0 0 27 10 1 1
F 28 101.425000000 101.425000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.020 167 167 171 -1 0 0 28 10 1 1
F 29 101.475000000 101.475000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.016 168 166 167 -1 0 0 29 10 1 1
F 30 101.525000000 101.525000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 167 166 168 -1 0 0 30 10 1 1
F 31 101.575000000 101.575000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.014 167 164 167 -1 0 0 31 10 1 1
F 32 101.625000000 101.625000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.015 165 164 167 -1 0 0 32 10 1 1
F 33 101.675000000 101.675000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.016 164 162 165 -1 0 0 33 10 1 1
F 34 101.725000000 101.725000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.017 164 161 164 -1 0 0 34 10 1 1
F 35 101.775000000 101.775000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.018 165 163 164 -1 0 0 35 10 1 1
F 36 101.825000000 101.825000000 1 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.020 166 163 165 -1 0 0 36 10 1 1
F 37 101.875000000 101.875000000 1 0 0 -0.696350 -0.053164 0.007009 0.715696 -0.415575 0.080731 -0.034788 0 0 0.020 167 166 166 156 0 0 37 10 0 1
F 38 101.925000000 101.925000000 1 0 0 -0.694251 -0.051408 0.005600 0.717872 -0.387297 0.079007 -0.043110 0 0 0.029 165 163 167 153 0 0 38 10 0 1
F 39 101.975000000 101.975000000 1 0 0 -0.692225 -0.049308 0.004228 0.719983 -0.357395 0.077099 -0.051716 0 0 0.023 166 161 165 151 0 0 39 10 0 1
F 40 102.025000000 102.025000000 1 0 228 -0.690277 -0.046875 0.002897 0.722019 -0.325985 0.075014 -0.060591 0 0 0.021 166 162 166 151 0 0 40 10 0 1
F 41 102.075000000 102.075000000 1 0 228 -0.688434 -0.044092 0.001644 0.723955 -0.293859 0.072932 -0.069672 0 0 0.019 166 160 166 155 0 0 41 10 0 1
F 42 102.125000000 102.125000000 1 0 228 -0.686666 -0.041029 0.000391 0.725814 -0.259701 0.070529 -0.079067 0 0 0.016 169 162 166 152 0 0 42 10 0 1
F 43 102.175000000 102.175000000 1 0 228 -0.684998 -0.037676 -0.000819 0.727570 -0.224403 0.067978 -0.088688 0 0 0.019 170 167 169 150 0 0 43 10 0 1
F 44 102.225000000 102.225000000 1 0 229 -0.683435 -0.034049 -0.001987 0.729214 -0.188104 0.065286 -0.098519 0 0 0.018 169 165 170 150 0 0 44 10 0 1
F 45 102.275000000 102.275000000 1 0 229 -0.681989 -0.030165 -0.003068 0.730734 -0.150479 0.062048 -0.108462 0 0 0.018 172 163 169 158 0 0 45 10 0 1
F 46 102.325000000 102.325000000 1 0 229 -0.680647 -0.026039 -0.004172 0.732137 -0.112653 0.059087 -0.118662 0 0 0.016 173 167 172 154 0 0 46 10 0 1
F 47 102.375000000 102.375000000 1 0 229 -0.679424 -0.021694 -0.005246 0.733407 -0.074251 0.056019 -0.129023 0 0 0.019 171 167 173 149 0 0 47 10 0 1
F 48 102.425000000 102.425000000 1 0 231 -0.678321 -0.017153 -0.006295 0.734539 -0.035421 0.052853 -0.139530 0 0 0.019 169 166 171 149 0 0 48 10 0 1
F 49 102.475000000 102.475000000 1 0 231 -0.677371 -0.012430 -0.007335 0.735500 0.002809 0.049368 -0.148844 0 0 0.016 164 159 169 155 0 0 49 10 0 1
F 50 102.525000000 102.525000000 1 0 231 -0.676514 -0.007551 -0.008367 0.736344 0.041688 0.046082 -0.159510 0 0 0.016 165 155 164 146 0 0 50 10 0 1
F 51 102.575000000 102.575000000 1 0 231 -0.675783 -0.002540 -0.009396 0.737036 0.080539 0.042737 -0.170266 0 0 0.017 165 157 165 139 0 0 51 10 0 1
F 52 102.625000000 102.625000000 1 0 231 -0.675181 0.002579 -0.010430 0.737574 0.119207 0.039345 -0.181094 0 0 0.018 170 159 165 139 0 0 52 10 0 1
F 53 102.675000000 102.675000000 1 0 231 -0.674826 0.008048 -0.011889 0.737837 0.141575 0.036305 -0.181011 0 0 0.015 170 160 170 148 0 0 53 10 0 1
F 54 102.725000000 102.725000000 1 0 231 -0.674482 0.013341 -0.012990 0.738056 0.176633 0.033242 -0.191229 0 0 0.015 172 163 170 147 0 0 54 10 0 1
F 55 102.775000000 102.775000000 1 0 231 -0.674269 0.018681 -0.014129 0.738114 0.210990 0.030190 -0.201445 0 0 0.032 170 165 172 144 0 0 55 10 0 1
F 56 102.825000000 102.825000000 1 0 220 -0.674187 0.024043 -0.015315 0.738011 0.244510 0.027162 -0.211640 0 0 0.019 175 163 170 144 0 0 56 10 0 1
F 57 102.875000000 102.875000000 1 0 220 -0.674270 0.029814 -0.016768 0.737692 0.262205 0.026307 -0.215455 0 0 0.020 178 169 175 149 0 0 57 10 0 1
F 58 102.925000000 102.925000000 1 0 220 -0.674448 0.035153 -0.018072 0.737264 0.292178 0.023656 -0.225139 0 0 0.018 175 171 178 146 0 0 58 10 0 1
F 59 102.975000000 102.975000000 1 0 220 -0.674756 0.040451 -0.019452 0.736675 0.320877 0.021084 -0.234733 0 0 0.016 175 166 175 138 0 0 59 10 0 1
F 60 103.025000000 103.025000000 1 0 208 -0.675195 0.045683 -0.020914 0.735926 0.348183 0.018601 -0.244220 0 0 0.017 177 171 175 138 0 0 60 10 0 1
F 61 103.075000000 103.075000000 1 0 208 -0.675831 0.050853 -0.022219 0.734964 0.390484 0.015455 -0.259805 0 0 0.018 176 172 177 152 0 0 61 10 0 1
F 62 103.125000000 103.125000000 1 0 208 -0.676527 0.055865 -0.023836 0.733909 0.416178 0.012986 -0.269387 0 0 0.017 175 168 176 147 0 0 62 10 0 1
F 63 103.175000000 103.175000000 1 0 208 -0.677350 0.060745 -0.025549 0.732703 0.440174 0.010632 -0.278819 0 0 0.015 181 173 175 145 0 0 63 10 0 1
F 64 103.225000000 103.225000000 1 0 200 -0.678299 0.065472 -0.027361 0.731352 0.462377 0.008404 -0.288083 0 0 0.018 180 176 181 145 0 0 64 10 0 1
F 65 103.275000000 103.275000000 1 0 200 -0.679461 0.069965 -0.029063 0.729790 0.490668 0.003837 -0.297990 0 0 0.016 180 176 180 156 0 0 65 10 0 1
F 66 103.325000000 103.325000000 1 0 200 -0.680651 0.074312 -0.031056 0.728168 0.509520 0.001755 -0.306951 0 0 0.016 179 173 180 152 0 0 66 10 0 1
F 67 103.375000000 103.375000000 1 0 200 -0.681957 0.078447 -0.033149 0.726417 0.526330 -0.000176 -0.315697 0 0 0.016 175 172 179 149 0 0 67 10 0 1
F 68 103.425000000 103.425000000 1 0 198 -0.683377 0.082354 -0.035338 0.724545 0.541030 -0.001946 -0.324214 0 0 0.018 177 169 175 149 0 0 68 10 0 1
F 69 103.475000000 103.475000000 1 0 198 -0.684978 0.086022 -0.037591 0.722491 0.557430 -0.003782 -0.333225 0 0 0.020 176 173 177 146 0 0 69 10 0 1
F 70 103.525000000 103.525000000 1 0 198 -0.686608 0.089417 -0.039951 0.720401 0.567987 -0.005220 -0.341307 0 0 0.017 176 171 176 143 0 0 70 10 0 1
F 71 103.575000000 103.575000000 1 0 198 -0.688336 0.092539 -0.042393 0.718215 0.576283 -0.006481 -0.349119 0 0 0.015 180 175 176 142 0 0 71 10 0 1
F 72 103.625000000 103.625000000 1 0 194 -0.690156 0.095375 -0.044911 0.715941 0.582285 -0.007559 -0.356647 0 0 0.017 178 177 180 142 0 0 72 10 0 1
F 73 103.675000000 103.675000000 1 0 194 -0.692148 0.097892 -0.047497 0.713507 0.583528 -0.009031 -0.360796 0 0 0.016 179 173 178 150 0 0 73 10 0 1
F 74 103.725000000 103.725000000 1 0 194 -0.694125 0.100124 -0.050133 0.711092 0.584717 -0.009664 -0.367587 0 0 0.015 175 174 179 146 0 0 74 10 0 1
F 75 103.775000000 103.775000000 1 0 194 -0.696171 0.102046 -0.052817 0.708621 0.583553 -0.010091 -0.374054 0 0 0.019 174 173 175 144 0 0 75 10 0 1
F 76 103.825000000 103.825000000 1 0 185 -0.698276 0.103650 -0.055538 0.706104 0.580042 -0.010309 -0.380185 0 0 0.023 179 172 174 144 0 0 76 10 0 1
F 77 103.875000000 103.875000000 1 0 185 -0.700497 0.104852 -0.058304 0.703499 0.580414 -0.011118 -0.388152 0 0 0.017 178 176 179 148 0 0 77 10 0 1
F 78 103.925000000 103.925000000 1 0 185 -0.702687 0.105801 -0.061045 0.700936 0.572463 -0.010970 -0.393635 0 0 0.016 179 176 178 147 0 0 78 10 0 1
F 79 103.975000000 103.975000000 1 0 185 -0.704904 0.106426 -0.063783 0.698366 0.562232 -0.010626 -0.398754 0 0 0.016 175 175 179 145 0 0 79 10 0 1
F 80 104.025000000 104.025000000 1 0 187 -0.707137 0.106728 -0.066502 0.695804 0.549761 -0.010087 -0.403501 0 0 0.017 169 169 175 145 0 0 80 10 0 1
F 81 104.075000000 104.075000000 1 0 187 -0.709514 0.106588 -0.069251 0.693133 0.533762 -0.012221 -0.404526 0 0 0.017 168 167 169 148 0 0 81 10 0 1
F 82 104.125000000 104.125000000 1 0 187 -0.711736 0.106252 -0.071876 0.690635 0.516882 -0.011324 -0.408449 0 0 0.016 168 167 168 147 0 0 82 10 0 1
F 83 104.175000000 104.175000000 1 0 187 -0.713936 0.105612 -0.074438 0.688186 0.497912 -0.010214 -0.411977 0 0 0.015 168 168 168 147 0 0 83 10 0 1
F 84 104.225000000 104.225000000 1 0 185 -0.716102 0.104676 -0.076923 0.685801 0.476929 -0.008896 -0.415105 0 0 0.017 167 165 168 147 0 0 84 10 0 1
F 85 104.275000000 104.275000000 1 0 185 -0.718340 0.103239 -0.079365 0.683397 0.458659 -0.012397 -0.418605 0 0 0.016 166 162 167 141 0 0 85 10 0 1
F 86 104.325000000 104.325000000 1 0 185 -0.720393 0.101738 -0.081633 0.681190 0.433952 -0.010931 -0.420973 0 0 0.016 165 162 166 138 0 0 86 10 0 1
F 87 104.375000000 104.375000000 1 0 185 -0.722374 0.099981 -0.083777 0.679088 0.407485 -0.009271 -0.422927 0 0 0.017 164 158 165 132 0 0 87 10 0 1
F 88 104.425000000 104.425000000 1 0 184 -0.724270 0.097982 -0.085782 0.677107 0.379364 -0.007422 -0.424466 0 0 0.017 161 155 164 132 0 0 88 10 0 1
F 89 104.475000000 104.475000000 1 0 184 -0.726164 0.095434 -0.087649 0.675201 0.355409 -0.012505 -0.426729 0 0 0.016 160 156 161 134 0 0 89 10 0 1
F 90 104.525000000 104.525000000 1 0 184 -0.727848 0.092994 -0.089319 0.673506 0.324374 -0.010715 -0.427489 0 0 0.017 162 154 160 130 0 0 90 10 0 1
F 91 104.575000000 104.575000000 1 0 184 -0.729415 0.090369 -0.090809 0.671968 0.292018 -0.008762 -0.427826 0 0 0.016 161 154 162 129 0 0 91 10 0 1
F 92 104.625000000 104.625000000 1 0 173 -0.730853 0.087579 -0.092105 0.670598 0.258471 -0.006654 -0.427745 0 0 0.016 160 155 161 129 0 0 92 10 0 1
F 93 104.675000000 104.675000000 1 0 173 -0.732237 0.084259 -0.093097 0.669375 0.231032 -0.011934 -0.428474 0 0 0.017 160 154 160 137 0 0 93 10 0 1
F 94 104.725000000 104.725000000 1 0 173 -0.733383 0.081189 -0.093956 0.668379 0.195616 -0.009994 -0.427605 0 0 0.016 159 152 160 130 0 0 94 10 0 1
F 95 104.775000000 104.775000000 1 0 173 -0.734376 0.078019 -0.094586 0.667576 0.159404 -0.007930 -0.426316 0 0 0.017 161 152 159 128 0 0 95 10 0 1
F 96 104.825000000 104.825000000 1 0 184 -0.735209 0.074770 -0.094976 0.666975 0.122540 -0.005753 -0.424612 0 0 0.019 162 158 161 128 0 0 96 10 0 1
F 97 104.875000000 104.875000000 1 0 184 -0.735941 0.070777 -0.094540 0.666666 0.100563 -0.010515 -0.423800 0 0 0.016 162 152 162 128 0 0 97 10 0 1
F 98 104.925000000 104.925000000 1 0 184 -0.736433 0.067417 -0.094407 0.666490 0.063196 -0.008592 -0.421288 0 0 0.016 166 158 162 127 0 0 98 10 0 1
F 99 104.975000000 104.975000000 1 0 184 -0.736753 0.064040 -0.094007 0.666526 0.025613 -0.006590 -0.418369 0 0 0.015 165 161 166 123 0 0 99 10 0 1
F 100 105.025000000 105.025000000 1 0 175 -0.736899 0.060666 -0.093333 0.666774 -0.012038 -0.004520 -0.415048 0 0 0.017 166 158 165 123 0 0 100 10 0 1
F 101 105.075000000 105.075000000 1 0 175 -0.736766 0.056717 -0.091899 0.667468 -0.039796 -0.010183 -0.414857 0 0 0.016 170 162 166 138 0 0 101 10 0 1
F 102 105.125000000 105.125000000 1 0 175 -0.736556 0.053399 -0.090660 0.668143 -0.077040 -0.008523 -0.410852 0 0 0.015 175 164 170 135 0 0 102 10 0 1
F 103 105.175000000 105.175000000 1 0 175 -0.736173 0.050137 -0.089134 0.669022 -0.113911 -0.006834 -0.406462 0 0 0.018 176 171 175 134 0 0 103 10 0 1
F 104 105.225000000 105.225000000 1 0 186 -0.735620 0.046948 -0.087320 0.670100 -0.150262 -0.005129 -0.401699 0 0 0.016 178 172 176 134 0 0 104 10 0 1
F 105 105.275000000 105.275000000 1 0 186 -0.734704 0.043334 -0.084885 0.671660 -0.181427 -0.010050 -0.401065 0 0 0.020 178 172 178 152 0 0 105 10 0 1
F 106 105.325000000 105.325000000 1 0 186 -0.733817 0.040321 -0.082492 0.673114 -0.216460 -0.008776 -0.395670 0 0 0.016 177 171 178 146 0 0 106 10 0 1
F 107 105.375000000 105.375000000 1 0 186 -0.732772 0.037419 -0.079813 0.674740 -0.250560 -0.007523 -0.389923 0 0 0.017 178 173 177 143 0 0 107 10 0 1
F 108 105.425000000 105.425000000 1 0 184 -0.731577 0.034635 -0.076852 0.676528 -0.283592 -0.006302 -0.383835 0 0 0.016 176 172 178 143 0 0 108 10 0 1
F 109 105.475000000 105.475000000 1 0 184 -0.730018 0.031704 -0.073323 0.678743 -0.312896 -0.009236 -0.381536 0 0 0.016 173 170 176 147 0 0 109 10 0 1
F 110 105.525000000 105.525000000 1 0 184 -0.728541 0.029167 -0.069815 0.680811 -0.343490 -0.008401 -0.374869 0 0 0.017 179 165 173 143 0 0 110 10 0 1
F 111 105.575000000 105.575000000 1 0 184 -0.726937 0.026765 -0.066048 0.682997 -0.372645 -0.007630 -0.367892 0 0 0.015 181 174 179 139 0 0 111 10 0 1
F 112 105.625000000 105.625000000 1 0 184 -0.725214 0.024500 -0.062032 0.685285 -0.400245 -0.006931 -0.360616 0 0 0.022 185 175 181 139 0 0 112 10 0 1
F 113 105.675000000 105.675000000 1 0 184 -0.723285 0.022365 -0.057660 0.687775 -0.424730 -0.008498 -0.353946 0 0 0.017 185 183 185 153 0 0 113 10 0 1
F 114 105.725000000 105.725000000 1 0 184 -0.721357 0.020368 -0.053184 0.690218 -0.448829 -0.008127 -0.346114 0 0 0.018 185 180 185 150 0 0 114 10 0 1
F 115 105.775000000 105.775000000 1 0 184 -0.719341 0.018506 -0.048505 0.692714 -0.471068 -0.007848 -0.338021 0 0 0.017 187 181 185 149 0 0 115 10 0 1
F 116 105.825000000 105.825000000 1 0 187 -0.717250 0.016775 -0.043640 0.695246 -0.491358 -0.007667 -0.329678 0 0 0.016 184 181 187 149 0 0 116 10 0 1
F 117 105.875000000 105.875000000 1 0 187 -0.715055 0.015215 -0.038572 0.697837 -0.510171 -0.006195 -0.321654 0 0 0.017 185 179 184 154 0 0 117 10 0 1
F 118 105.925000000 105.925000000 1 0 187 -0.712849 0.013722 -0.033396 0.700387 -0.526312 -0.006208 -0.312871 0 0 0.016 187 182 185 151 0 0 118 10 0 1
F 119 105.975000000 105.975000000 1 0 187 -0.710603 0.012341 -0.028099 0.702924 -0.540286 -0.006339 -0.303882 0 0 0.018 190 184 187 149 0 0 119 10 0 1
F 120 106.025000000 106.025000000 1 0 181 -0.708329 0.011064 -0.022708 0.705430 -0.552036 -0.006592 -0.294700 0 0 0.017 186 182 190 149 0 0 120 10 0 1
F 121 106.075000000 106.075000000 1 0 181 -0.705993 0.009940 -0.017200 0.707940 -0.561601 -0.007217 -0.285288 0 0 0.018 185 185 186 156 0 0 121 10 0 1
F 122 106.125000000 106.125000000 1 0 181 -0.703703 0.008839 -0.011696 0.710343 -0.568761 -0.007775 -0.275736 0 0 0.016 185 181 185 152 0 0 122 10 0 1
F 123 106.175000000 106.175000000 1 0 181 -0.701423 0.007815 -0.006180 0.712675 -0.573585 -0.008462 -0.266036 0 0 0.015 181 181 185 148 0 0 123 10 0 1
F 124 106.225000000 106.225000000 1 0 176 -0.699166 0.006857 -0.000683 0.714926 -0.576054 -0.009278 -0.256203 0 0 0.018 181 177 181 148 0 0 124 10 0 1
F 125 106.275000000 106.275000000 1 0 176 -0.696892 0.006009 0.004790 0.717135 -0.577548 -0.009065 -0.246265 0 0 0.018 181 178 181 145 0 0 125 10 0 1
F 126 106.325000000 106.325000000 1 0 176 -0.694720 0.005150 0.010166 0.719190 -0.575318 -0.010127 -0.236189 0 0 0.018 178 178 181 143 0 0 126 10 0 1
F 127 106.375000000 106.375000000 1 0 176 -0.692608 0.004329 0.015433 0.721136 -0.570728 -0.011319 -0.226028 0 0 0.016 173 173 178 139 0 0 127 10 0 1
F 128 106.425000000 106.425000000 1 0 166 -0.690569 0.003535 0.020560 0.722966 -0.563795 -0.012642 -0.215800 0 0 0.024 174 170 173 139 0 0 128 10 0 1
F 129 106.475000000 106.475000000 1 0 166 -0.688540 0.002811 0.025551 0.724743 -0.553643 -0.012481 -0.205718 0 0 0.020 177 170 174 138 0 0 129 10 0 1
F 130 106.525000000 106.525000000 1 0 166 -0.686678 0.002038 0.030320 0.726326 -0.542038 -0.014024 -0.195407 0 0 0.017 177 175 177 137 0 0 130 10 0 1
F 131 106.575000000 106.575000000 1 0 166 -0.684923 0.001267 0.034862 0.727780 -0.528191 -0.015682 -0.185078 0 0 0.017 174 173 177 135 0 0 131 10 0 1
F 132 106.625000000 106.625000000 1 0 167 -0.683283 0.000492 0.039150 0.729104 -0.512150 -0.017451 -0.174748 0 0 0.022 173 172 174 135 0 0 132 10 0 1
F 133 106.675000000 106.675000000 1 0 167 -0.681632 -0.000296 0.043147 0.730422 -0.491010 -0.016122 -0.166993 0 0 0.021 173 172 173 144 0 0 133 10 0 1
F 134 106.725000000 106.725000000 1 0 167 -0.680249 -0.001112 0.046865 0.731481 -0.470624 -0.018009 -0.156790 0 0 0.017 175 172 173 144 0 0 134 10 0 1
F 135 106.775000000 106.775000000 1 0 167 -0.679008 -0.001951 0.050259 0.732405 -0.448255 -0.019998 -0.146641 0 0 0.021 173 171 175 141 0 0 135 10 0 1
F 136 106.825000000 106.825000000 1 0 168 -0.677918 -0.002815 0.053309 0.733197 -0.423986 -0.022082 -0.136563 0 0 0.016 173 171 173 141 0 0 136 10 0 1
F 137 106.875000000 106.875000000 1 0 168 -0.676836 -0.003663 0.055960 0.733995 -0.395866 -0.021817 -0.130456 0 0 0.016 176 170 173 140 0 0 137 10 0 1
F 138 106.925000000 106.925000000 1 0 168 -0.676055 -0.004603 0.058287 0.734528 -0.367974 -0.024056 -0.120706 0 0 0.019 176 174 176 140 0 0 138 10 0 1
F 139 106.975000000 106.975000000 1 0 168 -0.675439 -0.005577 0.060227 0.734931 -0.338488 -0.026373 -0.111074 0 0 0.018 174 172 176 137 0 0 139 10 0 1
F 140 107.025000000 107.025000000 1 0 164 -0.674992 -0.006586 0.061770 0.735205 -0.307520 -0.028759 -0.101577 0 0 0.018 175 171 174 137 0 0 140 10 0 1
