# xrslam-regression report v2
M allow_unpaced 0
M build_dir /tmp/xrreg/post_mobile
M config_from_string 1
M host KaidongdeMacBook-Pro.local
M lib /tmp/xrreg/post_mobile/xrslam-interface/libxrslam.dylib
M lib_sha256 33c6601fbbb1246f041968383fba2fb4caae4b80b3a3802b1cf1a04189d7f656
M lib_threading 1
M lib_version xrslam v0.5.0
M max_frames 160
M opt_inspection 1
M opt_lowlatency 1
M opt_threading 1
M pace 1
M python 3.14.7
M sensor_config sensor.yaml
M seq synth://
M settle_ms 200.0
M slam_config slam.yaml
M src_source synth
M src_synth_accel_bias (0.0, 0.0, 0.0)
M src_synth_accel_noise 0
M src_synth_bg_high 78
M src_synth_bg_low 40
M src_synth_blob_peak 240
M src_synth_blob_radius 3
M src_synth_blob_sigma 1.25
M src_synth_cam_rate 20
M src_synth_cx 376
M src_synth_cy 240
M src_synth_duration 12
M src_synth_fx 460
M src_synth_fy 460
M src_synth_gyro_bias (0.0, 0.0, 0.0)
M src_synth_gyro_noise 0
M src_synth_height 480
M src_synth_imu_rate 200
M src_synth_imu_scale 1
M src_synth_imu_seed 12345
M src_synth_num_landmarks 400
M src_synth_seed 20260823
M src_synth_t0 100
M src_synth_width 752
M tag run#1
M tool pw_tools/regression
M wall_start 1787425073.034
C idx frame_ts pose_ts state landmarks fusion_total qx qy qz qw tx ty tz push_rc lm_rc ms det_kp trk_kp inl_kp mapped_lm lm_published lm_usable core_seq core_imu degen settled
F 10 100.525000000 100.525000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.138 180 174 180 -1 0 0 10 10 1 0
F 11 100.575000000 100.575000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.994 183 178 180 -1 0 0 11 10 1 1
F 12 100.625000000 100.625000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.774 181 180 183 -1 0 0 12 10 1 0
F 13 100.675000000 100.675000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 1.014 178 177 181 -1 0 0 13 10 1 1
F 14 100.725000000 100.725000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.687 179 173 178 -1 0 0 14 10 1 0
F 15 100.775000000 100.775000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.221 178 175 179 -1 0 0 15 10 1 0
F 16 100.825000000 100.825000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.915 176 173 178 -1 0 0 16 10 1 1
F 17 100.875000000 100.875000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.557 174 172 176 -1 0 0 17 10 1 0
F 18 100.925000000 100.925000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.797 177 172 174 -1 0 0 18 10 1 1
F 19 100.975000000 100.975000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.127 176 174 177 -1 0 0 19 10 1 0
F 20 101.025000000 101.025000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.111 172 171 176 -1 0 0 20 10 1 1
F 21 101.075000000 101.075000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.388 171 168 172 -1 0 0 21 10 1 0
F 22 101.125000000 101.125000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.151 168 167 171 -1 0 0 22 10 1 0
F 23 101.175000000 101.175000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.930 170 168 168 -1 0 0 23 10 1 1
F 24 101.225000000 101.225000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.117 170 169 170 -1 0 0 24 10 1 0
F 25 101.275000000 101.275000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.923 171 170 170 -1 0 0 25 10 1 1
F 26 101.325000000 101.325000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.546 171 170 171 -1 0 0 26 10 1 0
F 27 101.375000000 101.375000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.779 171 171 171 -1 0 0 27 10 1 0
F 28 101.425000000 101.425000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 1.715 167 167 171 -1 0 0 28 10 1 1
F 29 101.475000000 101.475000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.794 168 166 167 -1 0 0 29 10 1 1
F 30 101.525000000 101.525000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.690 167 166 168 -1 0 0 30 10 1 0
F 31 101.575000000 101.575000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.691 167 164 167 -1 0 0 31 10 1 0
F 32 101.625000000 101.625000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.342 165 164 167 -1 0 0 32 10 1 0
F 33 101.675000000 101.675000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.932 164 162 165 -1 0 0 33 10 1 1
F 34 101.725000000 101.725000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.827 164 161 164 -1 0 0 34 10 1 1
F 35 101.775000000 101.775000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.789 165 163 164 -1 0 0 35 10 1 1
F 36 101.825000000 101.825000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.773 166 163 165 -1 0 0 36 10 1 1
F 37 101.875000000 101.875000000 0 0 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 0.020 167 166 166 -1 0 0 37 10 1 1
F 38 101.925000000 101.925000000 1 0 227 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0 0 200.208 165 163 167 162 0 0 38 10 1 0
F 39 101.975000000 101.975000000 1 0 227 -0.692277 -0.049245 0.004341 0.719937 -0.358112 0.077723 -0.051180 0 0 0.795 166 161 165 162 0 0 39 10 0 1
F 40 102.025000000 102.025000000 1 0 227 -0.690346 -0.046765 0.002999 0.721960 -0.327185 0.075709 -0.059957 0 0 0.781 166 162 166 158 0 0 40 10 0 1
F 41 102.075000000 102.075000000 1 0 227 -0.688499 -0.044028 0.001674 0.723897 -0.294582 0.073524 -0.068875 0 0 0.780 166 160 166 158 0 0 41 10 0 1
F 42 102.125000000 102.125000000 1 0 227 -0.686751 -0.040981 0.000431 0.725736 -0.260262 0.070720 -0.077998 0 0 0.782 169 162 166 158 0 0 42 10 0 1
F 43 102.175000000 102.175000000 1 0 227 -0.685083 -0.037617 -0.000771 0.727492 -0.225100 0.067878 -0.087679 0 0 0.777 170 167 169 158 0 0 43 10 0 1
F 44 102.225000000 102.225000000 1 0 227 -0.683524 -0.034016 -0.001914 0.729132 -0.188383 0.065084 -0.097499 0 0 0.777 169 165 170 158 0 0 44 10 0 1
F 45 102.275000000 102.275000000 1 0 232 -0.682056 -0.030078 -0.003030 0.730675 -0.152068 0.062967 -0.107811 0 0 0.774 172 163 169 155 0 0 45 10 0 1
F 46 102.325000000 102.325000000 1 0 232 -0.680740 -0.025932 -0.004138 0.732055 -0.114415 0.059930 -0.117836 0 0 0.777 173 167 172 155 0 0 46 10 0 1
F 47 102.375000000 102.375000000 1 0 209 -0.679565 -0.021508 -0.005265 0.733281 -0.077456 0.056839 -0.127462 0 0 200.449 171 167 173 161 0 0 47 10 0 0
F 48 102.425000000 102.425000000 1 0 209 -0.678509 -0.016932 -0.006274 0.734370 -0.033901 0.046850 -0.122793 0 0 0.802 169 166 171 161 0 0 48 10 0 1
F 49 102.475000000 102.475000000 1 0 209 -0.677547 -0.012188 -0.007340 0.735342 0.000170 0.044208 -0.131983 0 0 0.786 164 159 169 161 0 0 49 10 0 1
F 50 102.525000000 102.525000000 1 0 208 -0.676703 -0.007223 -0.008421 0.736172 0.033300 0.042192 -0.142247 0 0 0.779 165 155 164 164 0 0 50 10 0 1
F 51 102.575000000 102.575000000 1 0 208 -0.675998 -0.002141 -0.009510 0.736839 0.066704 0.039507 -0.151412 0 0 0.776 165 157 165 164 0 0 51 10 0 1
F 52 102.625000000 102.625000000 1 0 208 -0.675400 0.002937 -0.010531 0.737371 0.101782 0.036716 -0.161090 0 0 0.775 170 159 165 164 0 0 52 10 0 1
F 53 102.675000000 102.675000000 1 0 208 -0.674958 0.008135 -0.011597 0.737721 0.135985 0.033668 -0.170366 0 0 0.775 170 160 170 164 0 0 53 10 0 1
F 54 102.725000000 102.725000000 1 0 206 -0.674622 0.013367 -0.012590 0.737935 0.172087 0.030722 -0.181451 0 0 0.776 172 163 170 158 0 0 54 10 0 1
F 55 102.775000000 102.775000000 1 0 206 -0.674428 0.018704 -0.013715 0.737976 0.205036 0.027652 -0.190920 0 0 0.774 170 165 172 158 0 0 55 10 0 1
F 56 102.825000000 102.825000000 1 0 206 -0.674384 0.024016 -0.014872 0.737841 0.237794 0.024754 -0.200027 0 0 0.775 175 163 170 158 0 0 56 10 0 1
F 57 102.875000000 102.875000000 1 0 206 -0.674445 0.029334 -0.016100 0.737567 0.269452 0.021949 -0.209533 0 0 0.784 178 169 175 158 0 0 57 10 0 1
F 58 102.925000000 102.925000000 1 0 207 -0.674634 0.034670 -0.017388 0.737133 0.302904 0.019339 -0.221327 0 0 0.781 175 171 178 150 0 0 58 10 0 1
F 59 102.975000000 102.975000000 1 0 207 -0.674934 0.039933 -0.018763 0.736558 0.332521 0.016317 -0.231135 0 0 0.774 175 166 175 150 0 0 59 10 0 1
F 60 103.025000000 103.025000000 1 0 207 -0.675385 0.045127 -0.020205 0.735806 0.360843 0.013338 -0.240698 0 0 0.774 177 171 175 150 0 0 60 10 0 1
F 61 103.075000000 103.075000000 1 0 207 -0.675944 0.050211 -0.021721 0.734919 0.387962 0.010320 -0.250494 0 0 0.773 176 172 177 147 0 0 61 10 0 1
F 62 103.125000000 103.125000000 1 0 209 -0.676691 0.055036 -0.023231 0.733840 0.419340 0.007832 -0.261812 0 0 0.774 175 168 176 147 0 0 62 10 0 1
F 63 103.175000000 103.175000000 1 0 209 -0.677512 0.059881 -0.024929 0.732646 0.443638 0.004978 -0.271240 0 0 0.775 181 173 175 147 0 0 63 10 0 1
F 64 103.225000000 103.225000000 1 0 209 -0.678454 0.064588 -0.026756 0.731309 0.465719 0.001981 -0.280579 0 0 0.777 180 176 181 147 0 0 64 10 0 1
F 65 103.275000000 103.275000000 1 0 209 -0.679544 0.069135 -0.028675 0.729806 0.485924 -0.000730 -0.289258 0 0 0.776 180 176 180 147 0 0 65 10 0 1
F 66 103.325000000 103.325000000 1 0 209 -0.680764 0.073489 -0.030675 0.728161 0.504510 -0.003438 -0.297632 0 0 0.772 179 173 180 147 0 0 66 10 0 1
F 67 103.375000000 103.375000000 1 0 209 -0.682174 0.077777 -0.032911 0.726296 0.521803 -0.004537 -0.306657 0 0 0.610 175 172 179 147 0 0 67 10 0 1
F 68 103.425000000 103.425000000 1 0 210 -0.683574 0.081653 -0.035123 0.724448 0.537046 -0.007218 -0.315642 0 0 0.772 177 169 175 153 0 0 68 10 0 1
F 69 103.475000000 103.475000000 1 0 210 -0.685088 0.085270 -0.037413 0.722484 0.549877 -0.009288 -0.324284 0 0 0.820 176 173 177 153 0 0 69 10 0 1
F 70 103.525000000 103.525000000 1 0 210 -0.686706 0.088751 -0.039910 0.720392 0.558280 -0.011475 -0.332300 0 0 0.773 176 171 176 153 0 0 70 10 0 1
F 71 103.575000000 103.575000000 1 0 210 -0.688457 0.091854 -0.042334 0.718190 0.566904 -0.013411 -0.339770 0 0 0.774 180 175 176 153 0 0 71 10 0 1
F 72 103.625000000 103.625000000 1 0 210 -0.690275 0.094654 -0.044847 0.715926 0.573212 -0.015118 -0.347254 0 0 0.774 178 177 180 153 0 0 72 10 0 1
F 73 103.675000000 103.675000000 1 0 210 -0.692187 0.097086 -0.047324 0.713591 0.578823 -0.016308 -0.354517 0 0 0.773 179 173 178 153 0 0 73 10 0 1
F 74 103.725000000 103.725000000 1 0 210 -0.694205 0.099248 -0.049927 0.711151 0.581317 -0.016988 -0.360835 0 0 0.651 175 174 179 153 0 0 74 10 0 1
F 75 103.775000000 103.775000000 1 0 210 -0.696261 0.101109 -0.052586 0.708684 0.581234 -0.018395 -0.367452 0 0 0.774 174 173 175 153 0 0 75 10 0 1
F 76 103.825000000 103.825000000 1 0 210 -0.698400 0.102629 -0.055288 0.706150 0.578885 -0.019278 -0.373173 0 0 0.775 179 172 174 153 0 0 76 10 0 1
F 77 103.875000000 103.875000000 1 0 210 -0.700546 0.103827 -0.057981 0.703629 0.574559 -0.020467 -0.379401 0 0 0.772 178 176 179 153 0 0 77 10 0 1
F 78 103.925000000 103.925000000 1 0 210 -0.702752 0.104702 -0.060705 0.701065 0.567732 -0.021374 -0.384832 0 0 0.756 179 176 178 153 0 0 78 10 0 1
F 79 103.975000000 103.975000000 1 0 210 -0.704974 0.105268 -0.063475 0.698500 0.557850 -0.022060 -0.389840 0 0 0.776 175 175 179 153 0 0 79 10 0 1
F 80 104.025000000 104.025000000 1 0 210 -0.707135 0.105551 -0.066330 0.696003 0.544154 -0.023820 -0.395485 0 0 0.778 169 169 175 153 0 0 80 10 0 1
F 81 104.075000000 104.075000000 1 0 210 -0.709389 0.105485 -0.068924 0.693462 0.531268 -0.023902 -0.399685 0 0 0.774 168 167 169 153 0 0 81 10 0 1
F 82 104.125000000 104.125000000 1 0 210 -0.711640 0.105131 -0.071512 0.690943 0.515567 -0.024290 -0.403324 0 0 0.779 168 167 168 153 0 0 82 10 0 1
F 83 104.175000000 104.175000000 1 0 210 -0.713821 0.104402 -0.074039 0.688534 0.498298 -0.024221 -0.407384 0 0 0.772 168 168 168 153 0 0 83 10 0 1
F 84 104.225000000 104.225000000 1 0 210 -0.715984 0.103437 -0.076515 0.686158 0.478241 -0.024292 -0.410660 0 0 0.772 167 165 168 153 0 0 84 10 0 1
F 85 104.275000000 104.275000000 1 0 210 -0.718089 0.102098 -0.078834 0.683893 0.457738 -0.024283 -0.413906 0 0 0.777 166 161 167 153 0 0 85 10 0 1
F 86 104.325000000 104.325000000 1 0 210 -0.720085 0.100486 -0.081066 0.681769 0.435199 -0.024578 -0.417481 0 0 0.773 165 163 166 153 0 0 86 10 0 1
F 87 104.375000000 104.375000000 1 0 210 -0.722078 0.098705 -0.083195 0.679661 0.410112 -0.024658 -0.419342 0 0 0.776 164 158 165 153 0 0 87 10 0 1
F 88 104.425000000 104.425000000 1 0 223 -0.723959 0.096622 -0.085214 0.677706 0.383369 -0.023892 -0.421412 0 0 200.558 161 155 164 159 0 0 88 10 0 0
F 89 104.475000000 104.475000000 1 0 223 -0.725555 0.094209 -0.086679 0.676152 0.349487 -0.026155 -0.418714 0 0 1.561 160 156 161 159 0 0 89 10 0 1
F 90 104.525000000 104.525000000 1 0 223 -0.727225 0.091751 -0.088345 0.674478 0.320385 -0.025636 -0.419741 0 0 0.814 162 154 160 159 0 0 90 10 0 1
F 91 104.575000000 104.575000000 1 0 223 -0.728798 0.089111 -0.089749 0.672947 0.290956 -0.024730 -0.419988 0 0 0.782 161 154 162 159 0 0 91 10 0 1
F 92 104.625000000 104.625000000 1 0 219 -0.730178 0.086289 -0.091100 0.671636 0.258736 -0.024282 -0.420727 0 0 200.522 160 155 161 166 0 0 92 10 0 0
F 93 104.675000000 104.675000000 1 0 219 -0.731559 0.083109 -0.091847 0.670431 0.239719 -0.024282 -0.427946 0 0 0.784 160 154 160 166 0 0 93 10 0 1
F 94 104.725000000 104.725000000 1 0 219 -0.732790 0.079980 -0.092588 0.669365 0.207361 -0.023108 -0.425883 0 0 0.777 159 152 160 166 0 0 94 10 0 1
F 95 104.775000000 104.775000000 1 0 219 -0.733748 0.076725 -0.093142 0.668619 0.173932 -0.022470 -0.425241 0 0 0.776 161 152 159 166 0 0 95 10 0 1
F 96 104.825000000 104.825000000 1 0 219 -0.734589 0.073293 -0.093406 0.668044 0.141028 -0.021331 -0.423655 0 0 0.775 162 158 161 166 0 0 96 10 0 1
F 97 104.875000000 104.875000000 1 0 211 -0.735151 0.069998 -0.093596 0.667752 0.104479 -0.020165 -0.423280 0 0 200.758 162 152 162 168 0 0 97 10 0 0
F 98 104.925000000 104.925000000 1 0 211 -0.735599 0.066363 -0.093318 0.667669 0.078779 -0.020245 -0.434980 0 0 0.680 166 158 162 168 0 0 98 10 0 1
F 99 104.975000000 104.975000000 1 0 211 -0.735885 0.062914 -0.092827 0.667756 0.043059 -0.019268 -0.432643 0 0 0.781 165 161 166 168 0 0 99 10 0 1
F 100 105.025000000 105.025000000 1 0 211 -0.736063 0.059477 -0.092040 0.667984 0.007440 -0.018266 -0.428710 0 0 0.775 166 158 165 168 0 0 100 10 0 1
F 101 105.075000000 105.075000000 1 0 211 -0.736018 0.056143 -0.091049 0.668458 -0.029665 -0.017401 -0.425190 0 0 0.774 170 162 166 168 0 0 101 10 0 1
F 102 105.125000000 105.125000000 1 0 208 -0.735745 0.052909 -0.089915 0.669175 -0.068845 -0.016563 -0.422024 0 0 200.145 175 164 170 170 0 0 102 10 0 0
F 103 105.175000000 105.175000000 1 0 205 -0.735395 0.049474 -0.088100 0.670063 -0.110813 -0.018859 -0.423367 0 0 0.790 176 171 175 174 0 0 103 10 0 1
F 104 105.225000000 105.225000000 1 0 205 -0.734804 0.046281 -0.086204 0.671185 -0.146811 -0.017820 -0.418867 0 0 0.780 178 172 176 174 0 0 104 10 0 1
F 105 105.275000000 105.275000000 1 0 205 -0.734016 0.043257 -0.084206 0.672502 -0.184321 -0.015809 -0.414654 0 0 0.776 178 172 178 174 0 0 105 10 0 1
F 106 105.325000000 105.325000000 1 0 205 -0.733120 0.040246 -0.081770 0.673965 -0.219336 -0.014773 -0.409185 0 0 0.774 177 171 178 174 0 0 106 10 0 1
F 107 105.375000000 105.375000000 1 0 192 -0.732040 0.037324 -0.079094 0.675624 -0.253564 -0.013111 -0.404017 0 0 200.333 178 173 177 156 0 0 107 10 0 0
F 108 105.425000000 105.425000000 1 0 192 -0.730672 0.035156 -0.076851 0.677478 -0.286648 -0.006411 -0.400820 0 0 0.798 176 172 178 156 0 0 108 10 0 1
F 109 105.475000000 105.475000000 1 0 192 -0.729349 0.032532 -0.073580 0.679395 -0.318718 -0.005508 -0.393846 0 0 1.533 173 170 176 156 0 0 109 10 0 1
F 110 105.525000000 105.525000000 1 0 192 -0.727840 0.029990 -0.070044 0.681501 -0.348735 -0.004937 -0.387625 0 0 0.792 179 165 173 156 0 0 110 10 0 1
F 111 105.575000000 105.575000000 1 0 192 -0.726253 0.027579 -0.066271 0.683670 -0.377843 -0.004450 -0.380293 0 0 0.789 181 174 179 156 0 0 111 10 0 1
F 112 105.625000000 105.625000000 1 0 201 -0.724505 0.025262 -0.062190 0.685993 -0.404790 -0.004356 -0.373256 0 0 200.206 185 175 181 149 0 0 112 10 0 0
F 113 105.675000000 105.675000000 1 0 201 -0.722548 0.023280 -0.058332 0.688462 -0.436449 -0.002843 -0.368094 0 0 0.794 185 183 185 149 0 0 113 10 0 1
F 114 105.725000000 105.725000000 1 0 201 -0.720581 0.021309 -0.053915 0.690943 -0.461036 -0.001934 -0.360901 0 0 0.783 185 180 185 149 0 0 114 10 0 1
F 115 105.775000000 105.775000000 1 0 201 -0.718548 0.019416 -0.049198 0.693463 -0.482526 -0.001597 -0.353091 0 0 0.776 187 181 185 149 0 0 115 10 0 1
F 116 105.825000000 105.825000000 1 0 201 -0.716442 0.017638 -0.044340 0.696012 -0.502312 -0.000989 -0.345154 0 0 0.575 184 181 187 149 0 0 116 10 0 1
F 117 105.875000000 105.875000000 1 0 206 -0.714271 0.016109 -0.039362 0.698576 -0.521387 -0.000092 -0.336756 0 0 200.054 185 179 184 148 0 0 117 10 0 0
F 118 105.925000000 105.925000000 1 0 206 -0.712097 0.014549 -0.033982 0.701107 -0.536734 -0.001626 -0.327153 0 0 0.790 187 182 185 148 0 0 118 10 0 1
F 119 105.975000000 105.975000000 1 0 206 -0.709842 0.013160 -0.028729 0.703652 -0.551061 -0.001652 -0.318371 0 0 0.778 190 184 187 148 0 0 119 10 0 1
F 120 106.025000000 106.025000000 1 0 206 -0.707564 0.011842 -0.023373 0.706164 -0.562709 -0.001491 -0.309380 0 0 0.763 186 182 190 148 0 0 120 10 0 1
F 121 106.075000000 106.075000000 1 0 206 -0.705250 0.010656 -0.017908 0.708652 -0.572016 -0.001817 -0.300388 0 0 0.782 185 185 186 148 0 0 121 10 0 1
F 122 106.125000000 106.125000000 1 0 212 -0.702940 0.009568 -0.012431 0.711076 -0.579204 -0.002022 -0.291192 0 0 200.063 185 181 185 153 0 0 122 10 0 0
F 123 106.175000000 106.175000000 1 0 212 -0.700601 0.008458 -0.006753 0.713471 -0.582314 -0.003083 -0.282288 0 0 0.786 181 181 185 153 0 0 123 10 0 1
F 124 106.225000000 106.225000000 1 0 212 -0.698346 0.007521 -0.001296 0.715720 -0.585134 -0.003360 -0.272478 0 0 0.786 181 177 181 153 0 0 124 10 0 1
F 125 106.275000000 106.275000000 1 0 212 -0.696027 0.006560 0.004206 0.717974 -0.583912 -0.004942 -0.264322 0 0 0.778 181 178 181 153 0 0 125 10 0 1
F 126 106.325000000 106.325000000 1 0 212 -0.693827 0.005706 0.009564 0.720056 -0.581660 -0.005945 -0.254839 0 0 0.644 178 178 181 153 0 0 126 10 0 1
F 127 106.375000000 106.375000000 1 0 219 -0.691701 0.004878 0.014774 0.722017 -0.577350 -0.006363 -0.245161 0 0 200.717 173 173 178 161 0 0 127 10 0 0
F 128 106.425000000 106.425000000 1 0 219 -0.689706 0.004222 0.019937 0.723802 -0.574581 -0.008731 -0.232354 0 0 0.709 174 170 173 161 0 0 128 10 0 1
F 129 106.475000000 106.475000000 1 0 219 -0.687746 0.003515 0.024808 0.725519 -0.566566 -0.009587 -0.222149 0 0 0.785 177 170 174 161 0 0 129 10 0 1
F 130 106.525000000 106.525000000 1 0 222 -0.685878 0.002786 0.029540 0.727111 -0.555363 -0.011177 -0.212129 0 0 200.640 177 175 177 165 0 0 130 10 0 0
F 131 106.575000000 106.575000000 1 0 222 -0.684172 0.001991 0.034180 0.728517 -0.542159 -0.013837 -0.200401 0 0 1.572 174 173 177 165 0 0 131 10 0 1
F 132 106.625000000 106.625000000 1 0 222 -0.682553 0.001203 0.038455 0.729823 -0.525911 -0.015341 -0.189798 0 0 0.810 173 172 174 165 0 0 132 10 0 1
F 133 106.675000000 106.675000000 1 0 222 -0.681018 0.000355 0.042512 0.731031 -0.506342 -0.017384 -0.180137 0 0 0.792 173 172 173 165 0 0 133 10 0 1
F 134 106.725000000 106.725000000 1 0 222 -0.679631 -0.000443 0.046245 0.732095 -0.485789 -0.019194 -0.170116 0 0 0.777 175 172 173 165 0 0 134 10 0 1
F 135 106.775000000 106.775000000 1 0 222 -0.678374 -0.001279 0.049664 0.733035 -0.462774 -0.021066 -0.160286 0 0 0.777 173 171 175 165 0 0 135 10 0 1
F 136 106.825000000 106.825000000 1 0 217 -0.677282 -0.002136 0.052733 0.733828 -0.438230 -0.023599 -0.150242 0 0 200.173 173 171 173 168 0 0 136 10 0 0
F 137 106.875000000 106.875000000 1 0 217 -0.676451 -0.003151 0.055307 0.734401 -0.412070 -0.022249 -0.138198 0 0 0.788 176 170 173 168 0 0 137 10 0 1
F 138 106.925000000 106.925000000 1 0 211 -0.675689 -0.004106 0.057611 0.734921 -0.384180 -0.024104 -0.128162 0 0 0.779 176 174 176 165 0 0 138 10 0 1
F 139 106.975000000 106.975000000 1 0 211 -0.675089 -0.005131 0.059546 0.735311 -0.354216 -0.026043 -0.118213 0 0 0.779 174 172 176 165 0 0 139 10 0 1
F 140 107.025000000 107.025000000 1 0 211 -0.674630 -0.006163 0.061085 0.735598 -0.323317 -0.028284 -0.108870 0 0 0.777 175 172 174 165 0 0 140 10 0 1
